SuperWEB2(tm)

"Domestic Overnight Trips"
"Quarter and Stopover state/region/SA2 by Stopover reason"
"Counting: Overnight trips (000)"

Filters:
"Default Summation","Overnight trips (000)"

,"Stopover reason","Holiday","Visiting friends and relatives","Business","Other reason","No other reason","In transit","Not stated/not asked","Total",
,"Adelaide Hills",6.3379975,18.1988943,0.8340089,0.5816382,0,0,0,25.9525389,
,"Barossa",24.843296,7.4838618,0.8381691,0,0,0,0,33.165327,
,"Clare Valley",16.5311554,9.470268,1.8526268,0,0,1.7794648,0,29.6335149,
,"Eyre Peninsula",29.880808,30.5425327,13.5162872,2.4978256,0,0,0,75.0421871,
,"Fleurieu Peninsula",187.0726456,55.2524197,11.252287,5.9376229,0,0,0,259.5149752,
,"Limestone Coast",62.9691419,64.7094067,19.0795867,6.5155143,0,0,0,151.4735778,
,"Murraylands",23.2190922,12.9290852,13.2556823,5.3951669,0,0,0,54.7990266,
,"Riverland",37.9409534,22.6916376,0.9179794,2.0892026,0,0,0,63.6397731,
,"Yorke Peninsula",82.2240069,11.5374229,4.1383101,0.5517409,0,0,0,98.4514809,
,"Flinders Ranges and Outback",23.7805394,25.0927676,31.6354017,3.1632321,0,2.9884391,0.4429623,87.1033424,
,"Kangaroo Island",14.2521448,2.6441211,2.7656659,0,0,0,0,19.6619318,
,"South Australia",618.1053691,432.9157591,203.1275235,94.8198465,0,3.8319646,0.4429623,1342.2734771,
,"Experience Perth",229.7000749,243.3824134,128.4235696,74.7316036,0,0.2821977,0,669.3135597,
,"Australia's Golden Outback",57.3728623,35.6200812,30.5959544,5.8815044,0,0.5523516,0,130.0227539,
,"Australia's North West",15.9052185,6.9343493,29.5896541,2.7394102,0,0.5523516,0,54.0398413,
,"Australia's South West",351.7277231,152.1257239,20.7864907,11.4653953,0,0.5057892,0,532.7645103,
,"Australia's Coral Coast",77.9514881,20.0108375,9.8057633,1.4934568,0,0,0,109.2615458,
,"Western Australia",688.2260899,443.6949194,208.2146948,94.5889531,0,1.3403386,0,1411.0418161,
,"Hobart and the South",181.6342745,78.8641349,30.4996665,9.5864813,0,0.4120399,0,298.6062338,
,"East Coast",104.6373473,9.8394608,2.4575426,0.5481508,0,0.2349838,2.1092688,117.4825015,
,"Launceston, Tamar and the North",121.9156319,50.8723217,23.7942941,6.9999912,0,0.4120399,0,203.1393388,
,"North West",87.6450813,38.058491,12.2413812,4.6458929,0,0.4270687,0,143.0179151,
,"Wilderness West",36.0503264,4.1472982,6.8109356,0.7049515,0,0,0,47.7135117,
,"Tasmania",371.3502286,172.2184728,78.140951,22.4854676,0,1.0740925,2.8336899,637.4913005,
,"Darwin",17.1977601,31.8727408,23.5246018,9.2712994,0,0,0,81.8664021,
,"Barkly",7.4846238,0,1.0674433,0,0,0.2468474,0.4429623,9.2418768,
,"Alice Springs",11.8440169,4.9137628,17.3832216,0.7577951,0,0,0.4429623,35.3417587,
,"Kakadu Arnhem",8.0916606,0.9223743,4.1786347,2.355362,0,0,0,15.5480316,
,"Katherine Daly",3.2863036,2.6761849,5.6178255,0.4674756,0,0.2468474,0.4429623,12.7375993,
,"Lasseter",16.0581387,0.6644435,4.5536996,0,0,0,0.4429623,21.7192441,
,"MacDonnell",0.8161484,2.3618714,3.755334,0,0,0,0.4429623,7.3763162,
,"Northern Territory",49.9338658,43.4113777,59.5693232,12.851932,0,0.2468474,0.4429623,162.9831126,
,"Canberra",121.1236727,150.9403485,96.49997,12.3364192,0,1.614524,0.4429623,382.9578969,
,"ACT",121.1236727,150.9403485,96.49997,12.3364192,0,1.614524,0.4429623,382.9578969,
"June quarter 2011","Sydney",568.5222448,644.1333719,656.9031997,102.0179749,0,11.5168453,0,1968.8731166,
,"Blue Mountains",123.1267685,49.5079871,32.323979,3.7072686,0,0,0,208.6660033,
,"Capital Country",94.8954288,133.0164781,26.030327,9.0847851,0,8.1694104,0.83888,272.0353095,
,"Central Coast",133.7874222,119.3332543,18.4465942,6.9926675,0,0,0,278.5599381,
,"Central NSW",146.8674836,148.3561432,84.6492622,17.2711924,0,14.4158915,0,410.2144092,
,"Hunter",369.2129835,268.3970598,113.2988345,31.6614685,0,4.3294119,0.83888,787.7386383,
,"New England North West",130.389573,131.0498186,77.0215808,17.8928938,0,14.8057636,2.0781323,371.3300304,
,"North Coast NSW",555.9380722,354.4978772,117.1536904,36.4817767,0,11.1639809,3.6347869,1064.8632675,
,"Outback NSW",30.633169,11.3592636,21.2198104,9.6999306,0,0,3.5960981,74.9903059,
,"Riverina",69.8081082,76.5604736,35.7001505,22.9495253,0,6.7213432,0.83888,210.9811251,
,"Snowy Mountains",51.505249,27.7056056,13.4286478,9.7679928,0,1.5612786,0,103.9687738,
,"South Coast",407.8627148,232.3327855,62.1968629,15.5386683,0,1.5213232,1.2392523,716.2177887,
,"The Murray",138.5144492,68.8309981,14.1293706,7.3093827,0,4.8127572,0,233.5969577,
,"New South Wales",2576.9750667,2117.230142,1207.3478378,277.8086951,0,65.5281294,6.8373004,6154.3525768,
,"Melbourne",594.8467537,505.7052976,510.8746013,102.7115857,0,3.9234354,1.2392523,1712.8571591,
,"Ballarat",48.217589,47.2024952,9.9112679,6.4314831,0,2.8304859,0,114.593321,
,"Bendigo Loddon",67.8109194,96.8680094,23.575176,27.1100743,0,0,0,215.3641792,
,"Central Highlands",51.7229895,11.1425488,13.0106697,2.0689373,0,0,0,77.9451452,
,"Central Murray",85.4549486,64.472354,4.6157644,0,0,0,0,154.543067,
,"Geelong and the Bellarine",111.8963186,72.7174156,13.6024232,10.1932232,0,1.5967496,2.0781323,212.0842624,
,"Gippsland",101.2188856,55.5852204,13.1896638,10.4787405,0,2.6102302,0,183.0827406,
,"Goulburn",48.4197562,37.6618842,24.5784504,2.8661702,0,4.6122247,0.83888,118.9773656,
,"Great Ocean Road",260.6390124,75.1454154,11.0353338,21.2323204,0,2.7957452,1.2392523,369.5468347,
,"High Country",216.0038694,55.24627,22.6599849,5.2096238,0,2.7598633,0.83888,299.9049873,
,"Lakes",102.2419319,39.8492531,5.2699872,3.3628512,0,8.5137049,1.2392523,159.4012378,
,"Macedon",12.6680458,24.5091833,4.4616958,3.6159422,0,0,0,45.254867,
,"Mallee",92.2817545,53.4051825,17.6627414,6.1425966,0,1.088907,0,170.5811819,
,"Melbourne East",38.5823186,50.6053676,22.4938252,8.0273044,0,0,0,119.7088158,
,"Murray East",4.9882519,14.9146913,2.6539673,0.6801342,0,1.088907,0,24.3259516,
,"Peninsula",153.5420554,96.104912,9.0103932,1.627534,0,0,0,260.2848945,
,"Phillip Island",103.4902919,54.1834128,20.6433736,3.7236737,0,0,0,182.040752,
,"Spa Country",54.7565405,11.5132732,0,0,0,0,0,66.2698137,
,"Upper Yarra",25.1048698,14.0874833,0,0,0,3.0217497,0,42.2141027,
,"Western Grampians",30.8192204,25.3167088,8.3465425,2.4763312,0,3.0758959,0,70.0346988,
,"Wimmera",3.3132702,26.0470416,2.4983091,0,0,0.7879932,0.83888,33.485494,
,"Victoria",2039.9728691,1347.488279,732.1599426,216.8620214,0,26.0442121,2.0781323,4302.1135375,
,"Brisbane",351.9921559,559.1136064,346.9242835,91.9218977,0,6.7570585,2.0781323,1348.6251816,
,"Bundaberg",64.7055593,35.8315429,14.3899273,5.1345737,0,6.0326879,0.83888,126.9331712,
,"Central Queensland",181.9481718,116.7577079,71.9670477,30.6060534,0,0,0.83888,398.3254047,
,"Darling Downs",159.6728022,185.3215917,109.2475904,24.625331,0,0.5944372,0.83888,480.3006325,
,"Fraser Coast",63.2002468,45.674806,7.5894346,0,0,0,0.83888,117.3033673,
,"Gold Coast",437.6318713,212.3045744,100.3926489,15.3649929,0,0,0,760.3094981,
,"Mackay",51.8452547,59.1520317,43.6596683,23.9677185,0,3.9656773,0.83888,180.9507259,
,"Northern",78.6823565,97.4314779,43.2447494,11.7971428,0,0,0.83888,227.3332567,
,"Outback",43.5006823,28.7424473,41.9111654,1.67776,0,1.8151473,0,117.6472022,
,"Sunshine Coast",304.5046241,208.8497716,81.4861138,35.5381843,0,0,0.83888,631.2175737,
,"Tropical North Queensland",212.5473551,63.7709696,76.2357918,12.4211686,0,3.6612572,0.83888,365.8141652,
,"Whitsundays",75.568918,48.7969863,4.9797958,2.6465658,0,0,0.83888,129.7114129,
,"Queensland",1847.1798856,1548.6412058,886.1037334,248.2266041,0,22.8262654,2.0781323,4479.4891879,
,"Adelaide",174.7726763,185.397534,148.4397274,56.6278031,0,0.6689257,2.2570955,567.8506342,
,"Adelaide Hills",8.0623412,9.7830234,1.486946,0,0,0,1.0178432,20.3501537,
,"Barossa",40.6414781,11.5613744,1.8826179,0.9093232,0,0,1.0178432,56.0126369,
,"Clare Valley",30.113541,14.2729373,0,2.5858882,0,0,1.0178432,47.9902097,
,"Eyre Peninsula",41.148719,28.7097309,25.9646653,4.8363992,0,0,1.0178432,101.6773577,
,"Fleurieu Peninsula",106.3997391,33.0227858,11.2660792,4.8674801,0,0,1.0178432,156.5739275,
,"Limestone Coast",74.2756444,45.4619156,14.7270669,2.2905795,0,0.6801342,2.2570955,139.0123019,
,"Murraylands",36.5820731,11.3554169,8.9113062,2.5635317,0,1.1989957,1.0178432,61.6291668,
,"Riverland",43.930246,18.8187011,4.4062273,0.8633315,0,0,0,68.0185059,
,"Yorke Peninsula",85.6881926,16.9400126,9.1449718,3.2856102,0,0,2.2570955,117.3158827,
,"Flinders Ranges and Outback",86.1679074,32.4594347,32.6116481,7.2596986,0,1.3157598,1.2392523,160.3808691,
,"Kangaroo Island",18.9182151,7.0206976,0,0,0,0,0,25.9389127,
,"South Australia",628.3487908,399.5447666,253.8761975,85.516995,0,3.8638154,2.9000236,1363.0985932,
,"Experience Perth",155.8018621,214.2259277,213.5712716,65.2202381,0,2.9711739,0,645.3870968,
,"Australia's Golden Outback",30.7726792,24.8998046,29.7109418,3.6332868,0,0.4916811,1.0178432,90.2687924,
,"Australia's North West",42.4807186,22.8524849,65.7644596,0,0,0,0,128.2248793,
,"Australia's South West",297.0843014,99.1771927,39.6422265,17.4798782,0,0,0,450.8467171,
,"Australia's Coral Coast",121.5063689,36.3896968,29.5954205,3.8772799,0,0,0,191.368766,
,"Western Australia",613.5312481,387.2036389,375.4675494,89.7039885,0,2.9711739,1.0178432,1447.0817898,
,"Hobart and the South",113.7596167,37.8257694,32.140754,7.9170144,0,2.8307896,0,188.6165489,
,"East Coast",54.532954,8.7937721,8.4250346,1.9269893,0,2.6148056,0,76.2935557,
,"Launceston, Tamar and the North",58.34088,31.2260544,34.7403759,7.8932377,0,1.4158099,0,133.6163578,
,"North West",54.0009442,19.7950798,20.5154562,5.0323783,0,0,0,98.8506357,
,"Wilderness West",15.7796284,5.6124922,4.7609159,0,0,0,0,26.1530365,
,"Tasmania",224.4818788,97.4619681,89.841739,20.7512741,0,4.7049307,0,416.5236056,
,"Darwin",44.840531,17.9043418,32.3447768,3.7540983,0,0.2985561,0,98.0841773,
,"Barkly",5.1286794,1.1937099,2.8316778,0,0,0,0,9.1540671,
,"Alice Springs",18.6889712,7.1897407,15.2159206,3.5387721,0,0,0,44.6334046,
,"Kakadu Arnhem",35.7799838,2.1531108,3.9362283,0.2985561,0,0,0,42.1678789,
,"Katherine Daly",27.532289,2.0830549,11.746058,0,0,0,0,41.3614019,
,"Lasseter",19.2765199,0,10.8304246,3.4570244,0,0.6429281,0,34.2068969,
,"MacDonnell",1.1721103,0.743598,3.3687094,0.8294597,0,0,0,6.1138774,
,"Northern Territory",96.9873204,27.9180324,73.6802856,11.8779105,0,0.9414841,0,208.9724892,
,"Canberra",111.1584584,143.2590971,162.0438325,31.0866378,0,0.4237556,0,447.9717815,
,"ACT",111.1584584,143.2590971,162.0438325,31.0866378,0,0.4237556,0,447.9717815,
"September quarter 2011","Sydney",450.0508533,664.9002551,728.5844444,133.94329,0,7.3284801,3.0387992,1976.6916343,
,"Blue Mountains",86.3068989,36.6675584,11.5730526,4.4617309,0,0,0.7955199,139.8047608,
,"Capital Country",90.4128823,66.8192794,23.1391787,14.0515626,0,3.1866223,0.7955199,198.4050453,
,"Central Coast",107.2383582,107.351853,28.195671,7.5521928,0,0,0,247.9413057,
,"Central NSW",165.0049526,153.7877573,106.7746042,29.7746324,0,24.7935543,9.1390318,477.8597693,
,"Hunter",259.2352052,185.9120614,127.1033065,21.3991367,0,4.0250842,5.36757,602.3322589,
,"New England North West",108.0766272,113.6375428,87.4453779,16.7738271,0,15.6078522,9.1726195,347.702345,
,"North Coast NSW",430.0174193,329.9491188,131.9439498,33.5520685,0,27.7664337,8.9582994,946.3431009,
,"Outback NSW",90.8257274,10.849501,10.0997115,1.6039126,0,2.0282332,12.3444561,127.7515419,
,"Riverina",60.0045917,69.4073341,53.5735104,12.0430803,0,2.0649584,6.8661521,202.4263762,
,"Snowy Mountains",282.3633819,31.2725473,13.2194422,8.4114538,0,0,0,335.2668252,
,"South Coast",332.4506336,210.6414507,107.513281,13.3079085,0,10.1570005,0.5277567,662.8956353,
,"The Murray",86.6090759,64.789014,47.3855755,6.5551783,0,8.0137892,4.1422464,215.9284703,
,"New South Wales",2284.4795496,1951.1113495,1381.7655758,294.7005679,0,87.3806618,16.1907077,5878.5774772,
,"Melbourne",582.8193689,619.6193376,500.3794608,78.7889209,0,8.5943578,3.6475886,1784.8790395,
,"Ballarat",27.1224557,46.4891363,18.8159285,4.4127667,0,0.8481021,0,97.6883892,
,"Bendigo Loddon",66.1249749,85.7689518,44.5085304,14.1793927,0,0,0.7955199,211.3773697,
,"Central Highlands",33.3820672,28.9509266,24.9758079,0,0,0,0,87.3088016,
,"Central Murray",69.3186441,42.8043151,25.075618,0,0,0.7287901,2.3287708,140.256138,
,"Geelong and the Bellarine",51.0508779,82.461441,39.8942165,6.3782753,0,0,1.0359199,180.8207307,
,"Gippsland",61.6769148,75.3104068,39.8228231,0,0,0,0,176.8101448,
,"Goulburn",38.5262425,28.2494139,15.0279444,2.6273863,0,1.2604976,0,85.6914848,
,"Great Ocean Road",156.906925,68.9699651,20.5689434,7.0645728,0,1.865021,0.5277567,255.903184,
,"High Country",268.8075562,71.4236481,27.688746,12.2808472,0,1.4026898,2.3287708,383.9322581,
,"Lakes",52.5081609,14.0065152,9.4570243,12.3052084,0,0.5317075,0.5277567,89.336373,
,"Macedon",2.7110352,10.2125772,11.1042871,0,0,0,0,24.0278996,
,"Mallee",77.8004683,37.5089324,12.6742676,13.6534959,0,3.3645932,10.7689731,155.1311388,
,"Melbourne East",29.612668,50.0650588,6.6761361,2.842295,0,0,0,89.1961579,
,"Murray East",5.9674198,9.3393211,3.5803656,0,0,1.4243065,1.9649524,22.2763654,
,"Peninsula",68.939726,57.6003202,13.3374058,7.1731901,0,0,0,147.0506421,
,"Phillip Island",73.7831628,36.3991918,17.8137429,5.0804761,0,0,0,133.0765736,
,"Spa Country",43.1816515,7.6496967,1.8038955,0,0,0,0,52.6352437,
,"Upper Yarra",29.4233042,1.880442,0,4.6524687,0,0,0,35.9562149,
,"Western Grampians",4.8568741,16.8241503,18.526016,0,0,2.4917372,0,42.6987776,
,"Wimmera",20.5440904,10.9326143,5.0095267,0,0,1.0189058,2.6089956,40.1141328,
,"Victoria",1652.3440122,1345.6288183,833.5970388,165.4395336,0,22.2702109,15.5883615,3989.9366995,
,"Brisbane",373.4695053,496.213777,475.0400889,98.2983902,0,3.3287263,2.7185561,1433.3127476,
,"Bundaberg",80.7477324,21.9677485,42.973402,1.7853073,0,0,11.1760846,158.6502747,
,"Central Queensland",150.8960898,74.9647537,84.7193014,3.6196473,0,16.6730579,18.5954486,349.4682988,
,"Darling Downs",184.4425581,153.3370828,95.3573959,31.2006494,0,8.3177705,7.5224706,473.1840893,
,"Fraser Coast",130.8257554,58.4599562,32.2975143,2.9880009,0,3.1089124,10.2684034,232.7385425,
,"Gold Coast",374.6251101,295.222759,102.2052843,31.5663185,0,0.7260504,3.8050494,807.0553387,
,"Mackay",77.1261202,63.1222004,73.7773408,13.080715,0,5.8293151,14.4837705,238.4242596,
,"Northern",120.8018832,109.9878995,113.5603839,19.504421,0,5.7435472,19.6656509,378.293704,
,"Outback",102.9175241,26.5884321,129.5512629,5.6385471,0,0,13.861937,278.5577032,
,"Sunshine Coast",337.5504148,248.4786027,62.5680672,21.7596408,0,0,7.4894944,675.2219179,
,"Tropical North Queensland",287.6018786,90.4037729,160.059148,19.5124556,0,4.9642448,16.7783284,574.3555834,
,"Whitsundays",106.756963,22.753545,43.9427794,0,0,1.7996811,12.9102661,188.1632345,
,"Queensland",1987.4017064,1598.790167,1268.5834629,240.355525,0,41.8973524,21.6229424,4998.90653,
,"Adelaide",109.4812806,145.3488,140.6574624,61.9101303,0,4.3993434,6.0144035,464.741013,
,"Adelaide Hills",5.6189895,7.0316674,8.9171885,2.3308912,0,0,0.5277567,24.4264931,
,"Barossa",15.3176668,10.8998319,5.232473,0,0,0,0,31.4499717,
,"Clare Valley",20.0961874,7.6029762,5.3954138,0,0,0,2.0610075,35.1555849,
,"Eyre Peninsula",13.9301312,14.5717862,12.4010475,2.0293053,0,0,7.6385099,49.120375,
,"Fleurieu Peninsula",79.2738839,33.5760071,5.8311727,3.6877717,0,0,1.5332508,123.9020863,
,"Limestone Coast",49.5870179,27.9025246,50.4140357,0,0,3.6441806,2.2825039,132.8992053,
,"Murraylands",36.4483573,11.7757618,1.0698203,0.9761225,0,0,1.5033837,51.7734456,
,"Riverland",36.9954625,23.8568458,9.9572615,1.0536339,0,0,1.5332508,73.3964545,
,"Yorke Peninsula",42.7895578,25.6913295,12.7856536,0,0,0.3923176,0.4994018,82.1582604,
,"Flinders Ranges and Outback",100.2693586,15.9323023,30.6534233,4.0624338,0,3.1460184,14.9600898,169.0236262,
,"Kangaroo Island",7.2174609,0.5369234,3.2351331,0,0,0,0,10.9895174,
,"South Australia",436.1409376,306.7623278,267.9047266,72.8682301,0,9.7168391,14.9600898,1092.5517629,
,"Experience Perth",188.2234006,271.6690529,177.1660998,75.9252447,0,2.980016,3.4771708,704.8664767,
,"Australia's Golden Outback",62.7499232,27.6071836,60.4912547,7.9097229,0,0,7.6385099,165.8544962,
,"Australia's North West",79.5791252,16.8003812,56.5560812,1.9587377,0,0,9.5907405,163.0409985,
,"Australia's South West",178.8024595,79.5961256,53.1661119,11.217073,0,1.6347223,4.760871,327.9196053,
,"Australia's Coral Coast",103.177649,16.1710689,40.5564161,5.6938571,0,0.5924698,7.6385099,173.2375011,
,"Western Australia",521.4196698,399.2155264,368.8123527,102.4360891,0,3.5724857,9.5907405,1380.951559,
,"Hobart and the South",103.1974511,65.6675462,47.0732415,5.6013007,0,0,0,220.505514,
,"East Coast",46.5942308,9.9256145,2.1888204,2.712029,0,0,0,61.4206948,
,"Launceston, Tamar and the North",63.0480887,33.3411756,30.0359847,16.5655904,0,0,0,142.9908394,
,"North West",23.40102,26.6477716,15.4069599,2.56902,0,1.3518845,0,68.6226537,
,"Wilderness West",4.5412488,0,5.1166056,0,0,0,0,9.6578544,
,"Tasmania",198.209749,133.5163662,96.593815,27.4479401,0,1.3518845,0,451.362336,
,"Darwin",73.7567738,45.7378122,51.2049622,9.2506919,0,3.0175527,6.1484412,189.1162341,
,"Barkly",29.905024,1.5490262,1.2044058,6.5838598,0,3.1460184,12.2013867,54.589721,
,"Alice Springs",37.9127397,9.5509461,13.9969962,13.7877046,0,0,10.2196504,85.468037,
,"Kakadu Arnhem",39.0865431,1.4384608,9.8546058,5.0804761,0,0.6275016,2.916211,58.3762967,
,"Katherine Daly",60.0001981,7.2957284,13.9864422,6.5838598,0,1.610536,10.5997832,99.0935133,
,"Lasseter",28.13725,2.3086724,1.9038143,1.502227,0,0,6.7377559,40.5897196,
,"MacDonnell",7.590199,0,0.7178532,0,0,0,1.5033837,9.8114359,
,"Northern Territory",145.9510856,62.408066,88.6226067,19.4613042,0,6.1635712,12.2013867,321.6269876,
,"Canberra",161.3472175,149.9947814,137.2222669,46.8265291,0,1.4026898,0,493.8501436,
,"ACT",161.3472175,149.9947814,137.2222669,46.8265291,0,1.4026898,0,493.8501436,
"December quarter 2011","Sydney",455.7709211,715.4835791,468.2381388,112.7773855,0,2.6120043,0.5147437,1749.8502799,
,"Blue Mountains",55.8363622,71.1626012,4.6780726,6.9461543,0,0,0,138.6231903,
,"Capital Country",93.8439219,124.6573291,80.2243243,7.3853546,0,6.3725743,0,308.6917951,
,"Central Coast",124.6642466,126.3644431,7.913085,13.1249099,0,1.56391,0,273.6305946,
,"Central NSW",168.1794614,162.6136476,116.7211257,25.0632692,0,18.2134413,4.851952,495.6428971,
,"Hunter",279.8606332,323.8652327,126.8359433,42.6636314,0,4.4932931,0.5147437,766.0869806,
,"New England North West",92.9468622,120.3894237,58.5435705,13.7391136,0,10.096907,1.265854,290.6855457,
,"North Coast NSW",511.3144044,451.2874006,65.1895799,29.8149804,0,39.579614,0.5147437,1082.5964547,
,"Outback NSW",25.8602425,27.0186116,19.4624387,1.6618079,0,0,6.8945925,80.1539403,
,"Riverina",53.4923731,93.2754915,45.2917383,3.2769194,0,6.0500682,0.5932834,201.9798739,
,"Snowy Mountains",89.7031091,10.0506029,6.8713139,5.1986248,0,0,0,111.8236507,
,"South Coast",364.1829506,228.2171855,34.8348977,15.3724889,0,2.3979059,0,642.6956687,
,"The Murray",131.4480336,69.765311,39.1669899,7.7619314,0,3.7464449,2.0807894,252.0453188,
,"New South Wales",2223.9922952,2332.5790125,996.0456192,281.8141994,0,65.2931254,10.4645909,5778.791817,
,"Melbourne",484.8996159,619.7782385,458.7135265,68.4884284,0,8.2412495,5.5108601,1633.9907831,
,"Ballarat",76.5634857,47.2464812,11.3479767,2.1310203,0,4.8316568,1.265854,143.3864747,
,"Bendigo Loddon",66.7490554,123.6988776,37.8078924,2.9978593,0,0.53024,1.4875059,233.2714306,
,"Central Highlands",46.1035821,18.9477946,2.1310203,3.0881495,0,0,1.4875059,71.7580525,
,"Central Murray",89.6058725,74.678893,14.7394194,2.0021101,0,0,0.6725706,181.6988656,
,"Geelong and the Bellarine",135.9384859,95.3740604,16.5936518,8.6779703,0,1.4330796,0,258.017248,
,"Gippsland",110.173243,132.2968828,12.9026446,2.216146,0,0,0,256.9205487,
,"Goulburn",43.1860226,41.5169184,21.1281463,0,0,0,0,105.8310873,
,"Great Ocean Road",236.3298066,66.449181,38.3781483,17.0771295,0,0,5.5108601,361.5507703,
,"High Country",153.5291511,76.6120478,42.0176842,21.9177465,0,1.56391,0,293.9224649,
,"Lakes",105.5413468,19.704629,7.1085134,3.498836,0,2.3912394,0,138.2445646,
,"Macedon",16.0447438,39.8206079,4.3848328,2.8299994,0,0,0,63.0801839,
,"Mallee",50.1901709,47.5340886,19.8236871,3.6042514,0,0.53024,1.8209886,121.7128604,
,"Melbourne East",36.7805533,75.1437381,23.7673746,3.2612255,0,0,0,138.9528915,
,"Murray East",10.0717178,17.8347411,0,0,0,0,0,27.906459,
,"Peninsula",156.6066554,99.1008265,36.40686,6.8524962,0,0,0,298.9668381,
,"Phillip Island",130.8037721,26.3347197,19.0335297,2.8605199,0,0,0,179.0325414,
